oIWsFt1xFZw0R1q1FRdQW2H6uhg8	10	0	0
oIWsFt2k0wE0CdQhhOferDVlysjc	3	0	0
oIWsFt72NJ26Bsj3tgrXrsbOCbnI	6	0	6
oIWsFtxWRAz4a88iVxdpzTzL_aWA	8	0	0
oIWsFt8A4h6S8WQbQaSDDGkkj_OA	12	0	0
oIWsFt4Qq2xa3B8Z65MuHFLPLFPA	13	0	5
oIWsFt0cjw7GRsnS9MWkxQYVqzCU	5	0	0
oIWsFt5XQaXfd-3EqY4GZexo-5wA	16	0	0
oIWsFt-3blfs72KdNIwxDTt5Pyag	6	0	0
oIWsFtzbVBkxfzCsJFLlDe9ceaiw	12	0	0
oIWsFt6Qttm70710zkR3m7Dsq2h8	15	0	0
oIWsFt0elMB9xFGXy758jNOqEgtE	13	0	0
oIWsFt7tKJFMZzCUZGXEFHKfPkrw	8	0	0
oIWsFt3h72egf4ZGSQD1uHYhNjH0	8	0	0
oIWsFt8uLzfPNFeOqMAHQVh-v-bg	11	1	1
oIWsFt2_DAR_mH1w2EsMzTtekD7M	3	0	2
oIWsFtxdZuRsWYGpoVVY7uUyFA5c	10	0	0
oIWsFtyKHxtz0EZsymt9lCtfx8bA	16	0	0
oIWsFt31aZcoFadQMcEBatJ69u30	15	0	0
oIWsFt2-t1UWkf3VzUxrCbe7bKDk	6	0	0
oIWsFtxzRQ3UdYTCrM1D3TMuo-KU	13	0	0
oIWsFt8xRsjj-7zqieEvUjEpfkyo	17	0	0
oIWsFt5GN8ITSEpcOe7avB5MlQuI	9	0	0
oIWsFt6Ll2kC5NDdfbppTr_rSdzg	16	0	0
oIWsFt3yc4Wnp9waI-2Q_X11GhXs	9	0	1
oIWsFt6TxeruBJhQPKhLCvczYXT0	6	0	0
oIWsFt7bY8cebVH-LcGmIT-XeEog	16	0	0
oIWsFt5H9pE73Y5A-3zo8T8xydJ8	12	0	1
oIWsFtxeKCFd_Mpq_wUwNmdBMyCU	12	0	0
oIWsFtycwOBWx3Nq3x82Zlucif_E	17	0	0
oIWsFtzAoDVpMdML6Hg1g6THeZeY	8	0	0
oIWsFt68kDQ6bFxpLCYFJ8DRaUcc	2	0	0
oIWsFt10aT16D16lhjMbnnzTvWZM	4	0	1
oIWsFt_NhWMfgEj36ke-WMEgs-Y0	5	0	0
oIWsFt7AVfRZviTzDaHABnZBw5ho	4	0	0
oIWsFt_1cTaPW3P1xaSYZu4S2wtM	1	0	0
oIWsFt_CBfy426C8hGoL6eWH--bU	8	0	0
oIWsFt0vr8But5u-RL12daLDaWMQ	17	0	0
oIWsFt0DaeeaMtPIDHkES3589cRs	10	0	0
oIWsFt0FvSpibGd5_-FsmJMlNm5w	16	0	0
oIWsFtwSu1TwNV4Sq2Dy9qcDB6Ws	9	0	0
oIWsFt8bsIpF2atG7X6VLIyJCb74	8	0	0
oIWsFt1E8v3QpdO2DWub9khT7kc8	12	0	1
oIWsFt98yClsx6diP0_EsfFsNHQ0	2	0	0
oIWsFtyoKHD8GQcavSmF4jXFqyMs	10	0	0
oIWsFt2Y-nMn1dKmOpM5SPGjKf7g	12	0	12
oIWsFt-qCvyCHkqI0gohyRojwOVE	16	0	0
oIWsFtwKdR6iC8ShyumidG8abWYI	8	0	0
oIWsFt98KXcjbhBfKMeVtUhvVJBY	2	0	0
oIWsFt8IEx0Je5t3AuAElQBDdNwY	14	0	7
oIWsFt4WqxcJPKaCVJbwi0SHeXiE	1	0	1
oIWsFt4OZ3YhZ7P1r193T5aQrPt0	16	0	0
oIWsFtyYEkAjgdqfFHB0-5Ms4qgw	10	0	6
oIWsFt1AsOUbIftcUUaecWJ3i8fk	16	0	0
oIWsFt96er7C1dAw5u8EtSAyF5Og	7	0	0
oIWsFt4qK3oDZQqM1I88vDCPfuYw	4	0	0
oIWsFt8yPEA7i2ujDPoNMsaVbGmI	16	0	0
oIWsFt5TfpPKiI7rnV84F8Z9Ml1w	10	4	1
oIWsFtxybksOg8C-XhkEGiChLKRI	13	0	0
oIWsFt_3CN8n0mBbVqoDq0dbLg0c	12	0	0
oIWsFt02HTGZu5ZoZwndszGCy2o8	7	0	0
oIWsFt5euL-VzBQAVXAH8G_3RzeY	11	0	0
oIWsFt0J-SMmZZgUPXrnMaOTkYOU	11	0	1
oIWsFt-ZkALdsqPXEkzajYeFT3Fs	3	0	0
oIWsFt15ZXYQMZ8Q_fS5Vi6Yj5mo	4	0	0
oIWsFt9Jt9iSM0fpb9H8cgy4bq5U	12	0	7
oIWsFt9mgQykZFHQwWwuNL0a4sTQ	8	0	0
oIWsFt7IHYs6xExh2MHAh3hHTfo8	17	0	0
oIWsFtwRw2s-bC9EpslhpTp2b1YI	17	0	0
oIWsFt-m5m5WrkO276CDfkZfijYE	11	0	1
oIWsFt9nsps4eL_zBVNcCErR4P9Q	13	0	0
oIWsFt3eJ70GF1PmuYYus7iqlDdQ	16	0	0
oIWsFt2JPzIgZpRw1DbW_WLk4XWI	3	3	0
oIWsFt2iXroBQzL2IfII332fmiUU	16	0	0
oIWsFt8YM51Fs5f22LNc1Y4xZAFw	8	0	0
oIWsFtw-TbkdVku1m_JFJn-QhQh8	14	0	0
oIWsFt1ig8aANTjbGzxepeC5LSHw	8	0	0
oIWsFt5D9uUKY6qIDt2ILrWhb3Mc	10	0	0
oIWsFt2koruaSakJEpwT7A1HNN0Y	7	0	0
oIWsFt-fZi_axLM-p1EizV3JNLXs	10	0	0
oIWsFt6rvTjvzaKYFm7_Urwlm2zA	20	0	20
